Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Problem Start Time	Problem End Time	Latency (sec)	Steps Missing Start Times	Hints	Incorrects	Corrects	Avg Corrects	Steps	Avg Assistance Score	Correct First Attempts	Condition	KCs (Default)	Steps without KCs (Default)	KC List (Default)	KCs (Single-KC)	Steps without KCs (Single-KC)	KC List (Single-KC)	KCs (Unique-step)	Steps without KCs (Unique-step)	KC List (Unique-step)
2429	All Data	smallhorse	Assignment red, ProblemSet Red Bonus Level!	4xplus1eqxplus10-diagrams-first	1	2021-05-17 16:29:00	2021-05-17 16:30:00	60.000	0	0	0	11	1.000	11	0.000	11	none (none)	12	1	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var	1	0	Single-KC	0	11	.
2430	All Data	smallhorse	Assignment red, ProblemSet Red Bonus Level!	6xplus1eq13plus2x-diagrams-first	1	2021-05-17 16:30:00	2021-05-17 16:30:00	0.000	0	0	0	11	1.000	11	0.000	11	none (none)	12	1	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var	1	0	Single-KC	0	11	.
2431	All Data	smallhorse	Assignment red, ProblemSet Red Bonus Level!	8xplus3eq5plus6x-diagrams-first	1	2021-05-17 16:31:00	2021-05-17 16:31:00	0.000	0	0	0	11	1.000	11	0.000	11	none (none)	12	1	cancel-const, cancel-var, combine-like-const, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, selectd-subtract-var, subtraction-const, subtraction-var	1	0	Single-KC	0	11	.
2432	All Data	smallkoala	Assignment red, ProblemSet Red Level 1!	xplus2eq6-diagrams-first	1	2021-05-12 16:50:00	2021-05-12 16:52:00	120.000	0	1	4	5	1.000	5	1.000	4	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC15, KC284, KC319, KC504, KC538
2433	All Data	smallkoala	Assignment red, ProblemSet Red Level 1!	xplus3eq5-diagrams-first	1	2021-05-12 16:53:00	2021-05-12 16:54:00	60.000	0	0	1	5	1.000	5	0.200	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC308, KC398, KC520, KC542, KC62
2434	All Data	smallkoala	Assignment red, ProblemSet Red Level 1!	xplus3eq8-diagrams-first	1	2021-05-12 16:54:00	2021-05-12 16:54:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC122, KC494, KC550, KC566, KC90
2435	All Data	smallkoala	Assignment red, ProblemSet Red Level 1!	xplus6eq8-diagrams-first	1	2021-05-12 16:55:00	2021-05-12 16:55:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC16, KC248, KC5, KC537, KC615
2436	All Data	smallkoala	Assignment red, ProblemSet Red Level 1!	1plusxeq7-diagrams-first	1	2021-05-12 16:55:00	2021-05-12 16:56:00	60.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC156, KC293, KC357, KC382, KC414
2437	All Data	smallkoala	Assignment red, ProblemSet Red Level 1!	2plusxeq9-diagrams-first	1	2021-05-12 16:56:00	2021-05-12 16:56:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC167, KC214, KC374, KC544, KC619
2438	All Data	smallkoala	Assignment red, ProblemSet Red Level 1!	5plusxeq7-diagrams-first	1	2021-05-12 16:57:00	2021-05-12 16:57:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC172, KC192, KC313, KC371, KC40
2439	All Data	smallkoala	Assignment red, ProblemSet Red Level 1!	4plusxeq9-diagrams-first	1	2021-05-12 16:57:00	2021-05-12 16:57:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC163, KC254, KC506, KC556, KC61
2440	All Data	smallkoala	Assignment red, ProblemSet Red Level 2!	8eqxplus3-diagrams-first	1	2021-05-12 17:01:00	2021-05-12 17:02:00	60.000	0	0	3	5	1.000	5	0.600	4	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC257, KC306, KC322, KC495, KC57
2441	All Data	smallkoala	Assignment red, ProblemSet Red Level 2!	3eqxplus1-diagrams-first	1	2021-05-12 17:03:00	2021-05-12 17:03:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC164, KC526, KC548, KC605, KC65
2442	All Data	smallkoala	Assignment red, ProblemSet Red Level 2!	9eq4plusx-diagrams-first	1	2021-05-12 17:03:00	2021-05-12 17:03:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC277, KC390, KC528, KC557, KC669
2443	All Data	smallkoala	Assignment red, ProblemSet Red Level 2!	10eq5plusx-diagrams-first	1	2021-05-12 17:04:00	2021-05-12 17:04:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC180, KC224, KC401, KC627, KC95
2444	All Data	smallkoala	Assignment red, ProblemSet Red Level 3!	2xplus3eq7-diagrams-first	1	2021-05-12 17:04:00	2021-05-12 17:06:00	120.000	0	0	10	4	0.800	5	2.000	4	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC323, KC41, KC530, KC560, KC84
2445	All Data	smallkoala	Assignment red, ProblemSet Red Level 3!	2xplus3eq7-diagrams-first	2	2021-05-12 17:07:00	2021-05-12 17:07:00	0.000	0	0	1	0	0.000	1	1.000	0	none (none)	0	1	.	1	0	Single-KC	1	0	KC560
2446	All Data	smallkoala	Assignment red, ProblemSet Red Level 3!	2xplus3eq7-diagrams-first	3	2021-05-12 17:08:00	2021-05-12 17:08:00	0.000	0	0	0	4	1.000	4	0.000	4	none (none)	3	1	divide, division-simple, selectd-divide	1	0	Single-KC	4	0	KC36, KC406, KC560, KC580
2447	All Data	smallkoala	Assignment red, ProblemSet Red Level 3!	3xplus1eq10-diagrams-first	1	2021-05-12 17:08:00	2021-05-12 17:09:00	60.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC102, KC146, KC326, KC345, KC408, KC474, KC594, KC668
2448	All Data	smallkoala	Assignment red, ProblemSet Red Level 3!	4xplus1eq9-diagrams-first	1	2021-05-12 17:10:00	2021-05-13 16:28:00	83880.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC298, KC3, KC305, KC334, KC354, KC463, KC511, KC99
2449	All Data	smallkoala	Assignment red, ProblemSet Red Level 3!	3xplus2eq8-diagrams-first	1	2021-05-13 16:29:00	2021-05-13 16:29:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC136, KC285, KC295, KC331, KC547, KC578, KC592, KC71
2450	All Data	smallkoala	Assignment red, ProblemSet Red Level 3!	3xplus8eq17-diagrams-first	1	2021-05-13 16:30:00	2021-05-13 16:30:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC111, KC216, KC241, KC394, KC470, KC563, KC573, KC676
2451	All Data	smallkoala	Assignment red, ProblemSet Red Level 3!	4xplus3eq11-diagrams-first	1	2021-05-13 16:31:00	2021-05-13 16:31:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC283, KC353, KC416, KC49, KC525, KC559, KC670, KC82
2452	All Data	smallkoala	Assignment red, ProblemSet Red Level 4!	1plus2xeq5-diagrams-first	1	2021-05-13 16:32:00	2021-05-13 16:32:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC118, KC301, KC340, KC352, KC375, KC481, KC551, KC656
2453	All Data	smallkoala	Assignment red, ProblemSet Red Level 4!	7plus2xeq11-diagrams-first	1	2021-05-13 16:33:00	2021-05-13 16:33:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC170, KC205, KC234, KC282, KC43, KC468, KC56, KC59
2454	All Data	smallkoala	Assignment red, ProblemSet Red Level 4!	9eq2xplus5-diagrams-first	1	2021-05-13 16:33:00	2021-05-13 16:34:00	60.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC114, KC138, KC147, KC181, KC377, KC417, KC437, KC529
2455	All Data	smallkoala	Assignment red, ProblemSet Red Level 4!	15eq4xplus3-diagrams-first	1	2021-05-13 16:35:00	2021-05-13 16:35:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC150, KC218, KC286, KC318, KC509, KC532, KC6, KC633
2456	All Data	smallkoala	Assignment red, ProblemSet Red Level 4!	19eq3xplus4-diagrams-first	1	2021-05-13 16:35:00	2021-05-13 16:36:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC198, KC223, KC436, KC483, KC492, KC536, KC587, KC73
2457	All Data	smallkoala	Assignment red, ProblemSet Red Level 4!	15eq4xplus7-diagrams-first	1	2021-05-13 16:36:00	2021-05-13 16:37:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC173, KC19, KC299, KC337, KC366, KC552, KC584, KC632
2458	All Data	smallkoala	Assignment red, ProblemSet Red Level 4!	7eq5plus2x-diagrams-first	1	2021-05-13 16:37:00	2021-05-13 16:38:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC112, KC116, KC317, KC338, KC491, KC562, KC591, KC637
2459	All Data	smallkoala	Assignment red, ProblemSet Red Level 4!	8eq3plus5x-diagrams-first	1	2021-05-13 16:38:00	2021-05-13 16:38:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC109, KC125, KC260, KC302, KC333, KC574, KC608, KC613
2460	All Data	smallkoala	Assignment red, ProblemSet Red Level 5!	3xeqxplus4-diagrams-first	1	2021-05-13 16:39:00	2021-05-13 16:40:00	60.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC107, KC149, KC206, KC274, KC279, KC397, KC515, KC671
2461	All Data	smallkoala	Assignment red, ProblemSet Red Level 5!	7xeq2xplus5-diagrams-first	1	2021-05-13 16:40:00	2021-05-13 16:41:00	60.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC12, KC275, KC373, KC413, KC458, KC508, KC518, KC58
2462	All Data	smallkoala	Assignment red, ProblemSet Red Level 5!	7xeq2xplus5-diagrams-first	2	2021-05-13 16:41:00	2021-05-13 16:42:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC12, KC275, KC373, KC413, KC458, KC508, KC518, KC58
2463	All Data	smallkoala	Assignment red, ProblemSet Red Level 5!	6xeq7plus5x-diagrams-first	1	2021-05-13 16:42:00	2021-05-13 16:43:00	60.000	0	0	4	5	1.000	5	0.800	4	none (none)	5	1	cancel-var, combine-like-var, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	5	0	KC127, KC158, KC250, KC349, KC652
2464	All Data	smallkoala	Assignment red, ProblemSet Red Level 5!	7xeq20plus2x-diagrams-first	1	2021-05-13 16:43:00	2021-05-13 16:44:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC143, KC17, KC270, KC273, KC28, KC407, KC469, KC471
2465	All Data	smallkoala	Assignment red, ProblemSet Red Level 6!	5xeq2xplus15-diagrams-first	1	2021-05-13 16:44:00	2021-05-13 16:45:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC113, KC115, KC276, KC499, KC595, KC60, KC607, KC70
2466	All Data	smallkoala	Assignment red, ProblemSet Red Level 6!	9xeq5xplus8-diagrams-first	1	2021-05-13 16:45:00	2021-05-14 16:28:00	85380.000	0	0	1	8	1.000	8	0.125	7	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC133, KC34, KC418, KC489, KC490, KC596, KC644, KC659
2467	All Data	smallkoala	Assignment red, ProblemSet Red Level 6!	4xeq2xplus6-diagrams-first	1	2021-05-14 16:28:00	2021-05-14 16:30:00	120.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC195, KC219, KC230, KC253, KC289, KC304, KC564, KC89
2468	All Data	smallkoala	Assignment red, ProblemSet Red Level 6!	6xeq4xplus10-diagrams-first	1	2021-05-14 16:30:00	2021-05-14 16:31:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC360, KC396, KC435, KC54, KC554, KC598, KC617, KC86
2469	All Data	smallkoala	Assignment red, ProblemSet Red Level 6!	6xeq2xplus8-diagrams-first	1	2021-05-14 16:31:00	2021-05-14 16:32:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC100, KC151, KC22, KC228, KC461, KC467, KC593, KC651
2470	All Data	smallkoala	Assignment red, ProblemSet Red Level 6!	8xeq2xplus6-diagrams-first	1	2021-05-14 16:32:00	2021-05-14 16:33:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-var, combine-like-var, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	8	0	KC1, KC176, KC312, KC367, KC434, KC472, KC575, KC629
2471	All Data	smallkoala	Assignment red, ProblemSet Red Level 7!	4xplus1eqxplus10-diagrams-first	1	2021-05-14 16:33:00	2021-05-17 16:28:00	258900.000	0	3	16	2	0.400	5	3.800	2	none (none)	4	1	cancel-var, selectd-given-eq, selectd-subtract-var, subtraction-var	1	0	Single-KC	5	0	KC104, KC120, KC159, KC420, KC685
2472	All Data	smallkoala	Assignment red, ProblemSet Red Level 7!	4xplus1eqxplus10-diagrams-first	2	2021-05-14 16:38:00	2021-05-14 16:43:00	300.000	0	0	7	0	0.000	2	3.500	0	none (none)	2	0	cancel-var, subtraction-var	1	0	Single-KC	2	0	KC120, KC420
2473	All Data	smallkoala	Assignment red, ProblemSet Red Level 7!	4xplus1eqxplus10-diagrams-first	3	2021-05-14 16:44:00	2021-05-14 16:48:00	240.000	0	3	3	0	0.000	2	3.000	0	none (none)	2	1	cancel-var, subtraction-var	1	0	Single-KC	2	0	KC120, KC685
2474	All Data	smalllion	Assignment red, ProblemSet Red Level 1!	xplus2eq6-diagrams-first	1	2021-05-12 16:50:00	2021-05-12 16:54:00	240.000	0	1	1	5	0.833	6	0.333	5	none (none)	5	2	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	6	0	KC15, KC25, KC284, KC319, KC504, KC538
2475	All Data	smalllion	Assignment red, ProblemSet Red Level 1!	xplus3eq5-diagrams-first	1	2021-05-12 16:55:00	2021-05-12 16:55:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC308, KC398, KC520, KC542, KC62
2476	All Data	smalllion	Assignment red, ProblemSet Red Level 1!	xplus3eq8-diagrams-first	1	2021-05-12 16:56:00	2021-05-12 16:56:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC122, KC494, KC550, KC566, KC90
2477	All Data	smalllion	Assignment red, ProblemSet Red Level 1!	xplus6eq8-diagrams-first	1	2021-05-12 16:56:00	2021-05-12 16:56:00	0.000	0	0	1	5	1.000	5	0.200	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC16, KC248, KC5, KC537, KC615
2478	All Data	smalllion	Assignment red, ProblemSet Red Level 1!	1plusxeq7-diagrams-first	1	2021-05-12 16:57:00	2021-05-12 16:57:00	0.000	0	0	1	5	1.000	5	0.200	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC156, KC293, KC357, KC382, KC414
2479	All Data	smalllion	Assignment red, ProblemSet Red Level 1!	2plusxeq9-diagrams-first	1	2021-05-12 16:57:00	2021-05-12 16:58:00	60.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC167, KC214, KC374, KC544, KC619
2480	All Data	smalllion	Assignment red, ProblemSet Red Level 1!	5plusxeq7-diagrams-first	1	2021-05-12 16:58:00	2021-05-12 16:58:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC172, KC192, KC313, KC371, KC40
2481	All Data	smalllion	Assignment red, ProblemSet Red Level 1!	4plusxeq9-diagrams-first	1	2021-05-12 16:59:00	2021-05-12 16:59:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC163, KC254, KC506, KC556, KC61
2482	All Data	smalllion	Assignment red, ProblemSet Red Level 2!	8eqxplus3-diagrams-first	1	2021-05-12 16:59:00	2021-05-12 17:01:00	120.000	0	0	1	5	1.000	5	0.200	4	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC257, KC306, KC322, KC495, KC57
2483	All Data	smalllion	Assignment red, ProblemSet Red Level 2!	3eqxplus1-diagrams-first	1	2021-05-12 17:01:00	2021-05-12 17:01:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC164, KC526, KC548, KC605, KC65
2484	All Data	smalllion	Assignment red, ProblemSet Red Level 2!	9eq4plusx-diagrams-first	1	2021-05-12 17:02:00	2021-05-12 17:02:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC277, KC390, KC528, KC557, KC669
2485	All Data	smalllion	Assignment red, ProblemSet Red Level 2!	10eq5plusx-diagrams-first	1	2021-05-12 17:02:00	2021-05-12 17:02:00	0.000	0	0	0	5	1.000	5	0.000	5	none (none)	5	1	cancel-const, combine-like-const, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	5	0	KC180, KC224, KC401, KC627, KC95
2486	All Data	smalllion	Assignment red, ProblemSet Red Level 3!	2xplus3eq7-diagrams-first	1	2021-05-12 17:03:00	2021-05-12 17:05:00	120.000	0	0	4	8	1.000	8	0.500	7	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC323, KC36, KC406, KC41, KC530, KC560, KC580, KC84
2487	All Data	smalllion	Assignment red, ProblemSet Red Level 3!	3xplus1eq10-diagrams-first	1	2021-05-12 17:06:00	2021-05-12 17:06:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC102, KC146, KC326, KC345, KC408, KC474, KC594, KC668
2488	All Data	smalllion	Assignment red, ProblemSet Red Level 3!	4xplus1eq9-diagrams-first	1	2021-05-12 17:06:00	2021-05-12 17:07:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC298, KC3, KC305, KC334, KC354, KC463, KC511, KC99
2489	All Data	smalllion	Assignment red, ProblemSet Red Level 3!	3xplus2eq8-diagrams-first	1	2021-05-12 17:07:00	2021-05-12 17:07:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC136, KC285, KC295, KC331, KC547, KC578, KC592, KC71
2490	All Data	smalllion	Assignment red, ProblemSet Red Level 3!	3xplus8eq17-diagrams-first	1	2021-05-12 17:08:00	2021-05-12 17:08:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC111, KC216, KC241, KC394, KC470, KC563, KC573, KC676
2491	All Data	smalllion	Assignment red, ProblemSet Red Level 3!	4xplus3eq11-diagrams-first	1	2021-05-12 17:08:00	2021-05-12 17:09:00	60.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC283, KC353, KC416, KC49, KC525, KC559, KC670, KC82
2492	All Data	smalllion	Assignment red, ProblemSet Red Level 4!	1plus2xeq5-diagrams-first	1	2021-05-13 16:28:00	2021-05-13 16:28:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC118, KC301, KC340, KC352, KC375, KC481, KC551, KC656
2493	All Data	smalllion	Assignment red, ProblemSet Red Level 4!	7plus2xeq11-diagrams-first	1	2021-05-13 16:29:00	2021-05-13 16:29:00	0.000	0	0	0	8	1.000	8	0.000	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC170, KC205, KC234, KC282, KC43, KC468, KC56, KC59
2494	All Data	smalllion	Assignment red, ProblemSet Red Level 4!	9eq2xplus5-diagrams-first	1	2021-05-13 16:29:00	2021-05-13 16:30:00	60.000	0	0	2	8	1.000	8	0.250	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC114, KC138, KC147, KC181, KC377, KC417, KC437, KC529
2495	All Data	smalllion	Assignment red, ProblemSet Red Level 4!	15eq4xplus3-diagrams-first	1	2021-05-13 16:30:00	2021-05-13 16:31:00	60.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC150, KC218, KC286, KC318, KC509, KC532, KC6, KC633
2496	All Data	smalllion	Assignment red, ProblemSet Red Level 4!	19eq3xplus4-diagrams-first	1	2021-05-13 16:31:00	2021-05-13 16:31:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC198, KC223, KC436, KC483, KC492, KC536, KC587, KC73
2497	All Data	smalllion	Assignment red, ProblemSet Red Level 4!	15eq4xplus7-diagrams-first	1	2021-05-13 16:32:00	2021-05-13 16:32:00	0.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC173, KC19, KC299, KC337, KC366, KC552, KC584, KC632
2498	All Data	smalllion	Assignment red, ProblemSet Red Level 4!	7eq5plus2x-diagrams-first	1	2021-05-13 16:32:00	2021-05-13 16:33:00	60.000	0	0	1	8	1.000	8	0.125	8	none (none)	8	1	cancel-const, combine-like-const, divide, division-simple, selectd-divide, selectd-given-eq, selectd-subtract-const, subtraction-const	1	0	Single-KC	8	0	KC112, KC116, KC317, KC338, KC491, KC562, KC591, KC637
